Gene	Protein_ID
PAPLA_02310	521346
PAPLA_02311	481155
PAPLA_02312	481159
PAPLA_02313	481165
PAPLA_02314	481169
PAPLA_02315	508337
PAPLA_02316	508338
PAPLA_02317	481174
PAPLA_02318	481176
PAPLA_02319	449927
PAPLA_02320	436099
PAPLA_02321	155646
PAPLA_02322	481192
PAPLA_02323	155736
PAPLA_02324	155751
PAPLA_02325	481206
PAPLA_02326	481208
PAPLA_02327	481211
PAPLA_02328	435832
PAPLA_02329	435832
PAPLA_02330	508353
PAPLA_02331	156383
PAPLA_02332	435394
PAPLA_02333	156345
PAPLA_02334	449947
PAPLA_02335	460752
PAPLA_02336	544500
PAPLA_02337	481244
PAPLA_02338	481248
PAPLA_02339	470847
PAPLA_02339	470847
PAPLA_02339	470847
PAPLA_02339	470847
PAPLA_02340	481260
PAPLA_02341	449957
PAPLA_02342	538176
PAPLA_02343	481267
PAPLA_02344	508369
PAPLA_02345	481275
PAPLA_02346	460767
PAPLA_02347	481282
PAPLA_02348	521481
PAPLA_02349	157103
PAPLA_02350	508377
PAPLA_02351	470860
PAPLA_02352	481296
PAPLA_02353	481299
PAPLA_02354	481310
PAPLA_02355	508385
PAPLA_02356	157487
PAPLA_02357	157592
PAPLA_02358	481336
PAPLA_02359	157718
PAPLA_02360	481347
PAPLA_02361	481348
PAPLA_02362	521542
PAPLA_02363	521542
PAPLA_02364	470878
PAPLA_02365	470878
PAPLA_02366	481356
PAPLA_02367	481358
PAPLA_02368	157884
PAPLA_02369	481372
PAPLA_02370	481377
PAPLA_02371	481379
PAPLA_02372	481382
PAPLA_02373	481394
PAPLA_02374	481400
PAPLA_02375	158189
PAPLA_02376	481409
PAPLA_02377	481414
PAPLA_02378	158487
PAPLA_02379	538218
PAPLA_02380	481422
PAPLA_02381	538220
PAPLA_02382	481428
PAPLA_02383	481430
PAPLA_02384	481432
PAPLA_02385	158610
PAPLA_02386	481437
PAPLA_02387	158696
PAPLA_02388	481447
PAPLA_02389	481456
PAPLA_02390	481460
PAPLA_02391	463491
PAPLA_02392	481470
PAPLA_02393	481471
PAPLA_02394	538238
PAPLA_02395	481482
PAPLA_02396	481485
PAPLA_02397	481488
PAPLA_02398	481491
PAPLA_02399	159901
PAPLA_02400	538246
PAPLA_02401	481506
PAPLA_02402	481509
PAPLA_02403	481513
PAPLA_02404	544569
PAPLA_02405	160170
PAPLA_02406	508449
PAPLA_02407	481526
PAPLA_02408	160460
PAPLA_02409	534285
PAPLA_02410	435936
PAPLA_02411	508456
PAPLA_02412	481551
PAPLA_02413	481554
PAPLA_02414	481556
PAPLA_02415	508460
PAPLA_02416	481565
PAPLA_02417	160921
PAPLA_02418	161010
PAPLA_02419	481568
PAPLA_02420	481577
PAPLA_02421	481583
PAPLA_02422	481584
PAPLA_02423	481587
PAPLA_02424	481591
PAPLA_02425	481594
PAPLA_02426	481599
PAPLA_02427	435180
PAPLA_02428	435180
PAPLA_02429	481604
PAPLA_02430	481612
PAPLA_02431	481613
PAPLA_02432	481615
PAPLA_02433	162231
PAPLA_02434	162293
PAPLA_02435	460902
PAPLA_02436	481630
PAPLA_02437	481632
PAPLA_02438	481635
PAPLA_02439	481637
PAPLA_02440	504282
PAPLA_02441	481644
PAPLA_02442	481646
PAPLA_02443	162623
PAPLA_02444	162638
PAPLA_02445	521704
PAPLA_02446	481656
PAPLA_02447	435200
PAPLA_02448	544610
PAPLA_02449	508493
PAPLA_02450	162784
PAPLA_02451	162795
PAPLA_02452	481680
PAPLA_02453	538298
PAPLA_02454	435807
PAPLA_02455	481686
PAPLA_02456	481689
PAPLA_02457	435433
PAPLA_02458	481698
PAPLA_02459	481702
PAPLA_02460	481702
PAPLA_02461	481707
PAPLA_02462	442679
PAPLA_02463	481717
PAPLA_02464	508509
PAPLA_02465	508510
PAPLA_02466	481724
PAPLA_02467	508512
PAPLA_02468	508513
PAPLA_02469	538315
PAPLA_02470	163991
PAPLA_02471	481753
PAPLA_02472	481760
PAPLA_02473	481766
PAPLA_02474	164433
PAPLA_02475	178832
PAPLA_02476	481775
PAPLA_02477	481777
PAPLA_02478	481785
PAPLA_02479	481789
PAPLA_02480	481793
PAPLA_02480	481793
PAPLA_02481	481793
PAPLA_02481	481793
PAPLA_02482	538329
PAPLA_02483	508529
PAPLA_02484	165761
PAPLA_02485	481817
PAPLA_02486	534322
PAPLA_02487	166448
PAPLA_02488	166043
PAPLA_02489	481830
PAPLA_02490	450185
PAPLA_02491	470991
PAPLA_02492	508539
PAPLA_02493	481846
PAPLA_02494	481850
PAPLA_02495	481858
PAPLA_02496	481862
PAPLA_02497	166911
PAPLA_02498	166970
PAPLA_02499	481874
PAPLA_02500	481884
PAPLA_02501	481898
PAPLA_02502	481912
PAPLA_02503	435861
PAPLA_02504	167452
PAPLA_02505	481923
PAPLA_02506	481928
PAPLA_02507	481930
PAPLA_02508	481933
PAPLA_02509	481938
PAPLA_02510	481942
PAPLA_02511	444286
PAPLA_02512	481947
PAPLA_02513	167751
PAPLA_02514	481965
PAPLA_02515	544665
PAPLA_02516	481971
PAPLA_02517	481980
PAPLA_02518	481980
PAPLA_02519	481980
PAPLA_02520	481983
PAPLA_02521	481987
PAPLA_02522	508571
PAPLA_02523	482009
PAPLA_02524	508574
PAPLA_02525	482021
PAPLA_02526	482022
PAPLA_02527	168233
PAPLA_02528	168199
PAPLA_02529	508581
PAPLA_02530	482035
PAPLA_02531	435432
PAPLA_02532	168488
PAPLA_02533	482042
PAPLA_02534	538386
PAPLA_02535	482050
PAPLA_02536	435872
PAPLA_02537	168653
PAPLA_02538	482054
PAPLA_02539	482058
PAPLA_02540	482060
PAPLA_02541	482064
PAPLA_02542	168860
PAPLA_02543	482072
PAPLA_02544	538396
PAPLA_02545	482078
PAPLA_02546	461054
PAPLA_02547	508601
PAPLA_02548	508602
PAPLA_02549	482086
PAPLA_02550	508604
PAPLA_02551	482099
PAPLA_02552	482106
PAPLA_02553	482110
PAPLA_02554	482113
PAPLA_02555	508610
PAPLA_02556	482120
PAPLA_02557	482122
PAPLA_02558	482132
PAPLA_02559	482135
PAPLA_02560	508615
PAPLA_02561	482143
PAPLA_02562	170091
PAPLA_02563	482174
PAPLA_02564	482175
PAPLA_02565	504338
PAPLA_02566	170752
PAPLA_02567	482183
PAPLA_02568	471067
PAPLA_02569	482194
PAPLA_02570	508629
PAPLA_02571	482207
PAPLA_02572	461090
PAPLA_02573	171095
PAPLA_02574	482226
PAPLA_02575	482237
PAPLA_02576	482238
PAPLA_02577	482244
PAPLA_02578	482251
PAPLA_02579	534368
PAPLA_02580	482257
PAPLA_02581	538438
PAPLA_02582	482261
PAPLA_02583	482263
PAPLA_02584	482267
PAPLA_02585	482279
PAPLA_02586	482289
PAPLA_02587	508647
PAPLA_02588	461114
PAPLA_02589	471091
PAPLA_02590	522041
PAPLA_02591	172366
PAPLA_02592	172333
PAPLA_02593	461121
PAPLA_02594	172419
PAPLA_02595	482321
PAPLA_02596	508656
PAPLA_02597	172571
PAPLA_02598	482329
PAPLA_02599	482330
PAPLA_02600	482331
PAPLA_02601	482333
PAPLA_02602	482339
PAPLA_02603	461134
PAPLA_02604	172749
PAPLA_02605	482350
PAPLA_02606	544750
PAPLA_02607	482356
PAPLA_02608	482357
PAPLA_02609	482361
PAPLA_02610	482366
PAPLA_02611	461149
PAPLA_02612	173061
PAPLA_02613	482371
PAPLA_02614	173111
PAPLA_02615	508676
PAPLA_02616	482383
PAPLA_02617	482387
PAPLA_02618	482389
PAPLA_02619	482392
PAPLA_02620	482394
PAPLA_02621	173245
PAPLA_02622	173245
PAPLA_02623	482408
PAPLA_02624	482414
PAPLA_02625	482418
PAPLA_02626	173486
PAPLA_02627	482424
PAPLA_02628	482427
PAPLA_02629	508690
PAPLA_02630	471130
PAPLA_02631	482441
PAPLA_02632	508693
PAPLA_02633	461177
PAPLA_02634	482450
PAPLA_02635	508696
PAPLA_02636	508697
PAPLA_02637	173947
PAPLA_02638	482465
PAPLA_02639	538495
PAPLA_02640	482470
PAPLA_02641	482478
PAPLA_02642	482483
PAPLA_02643	482488
PAPLA_02644	174519
PAPLA_02645	538502
PAPLA_02645	538502
PAPLA_02646	174523
PAPLA_02647	482498
PAPLA_02648	482500
PAPLA_02649	538506
PAPLA_02650	174779
PAPLA_02651	174669
PAPLA_02652	482508
PAPLA_02653	450402
PAPLA_02654	482514
PAPLA_02655	482515
PAPLA_02656	482518
PAPLA_02657	482520
PAPLA_02658	482524
PAPLA_02659	482526
PAPLA_02660	175261
PAPLA_02661	435927
PAPLA_02662	175271
PAPLA_02663	482539
PAPLA_02664	508728
PAPLA_02665	482543
PAPLA_02666	482545
PAPLA_02667	482545
PAPLA_02668	482545
PAPLA_02669	482549
PAPLA_02670	508733
PAPLA_02671	508734
PAPLA_02672	175496
PAPLA_02673	471163
PAPLA_02674	175659
PAPLA_02675	482573
PAPLA_02676	482576
PAPLA_02677	482582
PAPLA_02678	175949
PAPLA_02679	175949
PAPLA_02680	482589
PAPLA_02681	482593
PAPLA_02682	176141
PAPLA_02683	337579
PAPLA_02684	487833
PAPLA_02685	482620
PAPLA_02686	176562
PAPLA_02687	450869
PAPLA_02688	176562
PAPLA_02689	538551
PAPLA_02690	482638
PAPLA_02691	482639
PAPLA_02692	482643
PAPLA_02693	482647
PAPLA_02694	482653
PAPLA_02695	482653
PAPLA_02695	482653
PAPLA_02696	491426
PAPLA_02697	482656
PAPLA_02698	538558
PAPLA_02699	471188
PAPLA_02700	461263
PAPLA_02701	482659
PAPLA_02702	482662
PAPLA_02703	482665
PAPLA_02704	482667
PAPLA_02705	482669
PAPLA_02706	482674
PAPLA_02707	482674
PAPLA_02708	482678
PAPLA_02709	482681
PAPLA_02710	508775
PAPLA_02711	544834
PAPLA_02712	482694
PAPLA_02713	482697
PAPLA_02714	508779
PAPLA_02715	177453
PAPLA_02716	435949
PAPLA_02717	482708
PAPLA_02718	177638
PAPLA_02719	177641
PAPLA_02720	482713
PAPLA_02721	482719
PAPLA_02722	522320
PAPLA_02723	482727
PAPLA_02724	482731
PAPLA_02725	538583
PAPLA_02726	482734
PAPLA_02727	178032
PAPLA_02728	482742
PAPLA_02729	178160
PAPLA_02730	178136
PAPLA_02731	471215
PAPLA_02732	435073
PAPLA_02733	178287
PAPLA_02734	482766
PAPLA_02735	544856
PAPLA_02737	538595
PAPLA_02738	538595
PAPLA_02739	534431
PAPLA_02740	178414
PAPLA_02741	482782
PAPLA_02742	435886
PAPLA_02743	178464
PAPLA_02744	508809
PAPLA_02745	178663
PAPLA_02746	482807
PAPLA_02747	178832
PAPLA_02748	482811
PAPLA_02749	482814
PAPLA_02750	178872
PAPLA_02751	482821
PAPLA_02752	471237
PAPLA_02753	482827
PAPLA_02754	482838
PAPLA_02755	482842
PAPLA_02756	482844
PAPLA_02757	492908
PAPLA_02758	179317
PAPLA_02759	482850
PAPLA_02760	482852
PAPLA_02761	435300
PAPLA_02762	540957
PAPLA_02763	482858
PAPLA_02764	482861
PAPLA_02765	482862
PAPLA_02766	538620
PAPLA_02767	179609
PAPLA_02768	482869
PAPLA_02769	482878
PAPLA_02770	482880
PAPLA_02771	179715
PAPLA_02772	482891
PAPLA_02773	435820
PAPLA_02774	471258
PAPLA_02775	504422
PAPLA_02776	435714
PAPLA_02777	482932
PAPLA_02778	180336
PAPLA_02779	538630
PAPLA_02780	180594
PAPLA_02781	544893
PAPLA_02782	180627
PAPLA_02783	180724
PAPLA_02784	180717
PAPLA_02785	471269
PAPLA_02786	482953
PAPLA_02787	508851
PAPLA_02788	508852
PAPLA_02789	482956
PAPLA_02790	482958
PAPLA_02791	482961
PAPLA_02792	508856
PAPLA_02793	450599
PAPLA_02794	181067
PAPLA_02795	504437
PAPLA_02796	522508
PAPLA_02797	482977
PAPLA_02798	482982
PAPLA_02799	482984
PAPLA_02800	482986
PAPLA_02801	508865
PAPLA_02802	483020
PAPLA_02803	483021
PAPLA_02804	181638
PAPLA_02805	181663
PAPLA_02806	538661
PAPLA_02807	483042
PAPLA_02808	181810
PAPLA_02809	181817
PAPLA_02810	483048
PAPLA_02811	181847
PAPLA_02812	534468
PAPLA_02813	181887
PAPLA_02814	508883
PAPLA_02815	483067
PAPLA_02816	483073
PAPLA_02817	471301
PAPLA_02818	182079
PAPLA_02819	483087
PAPLA_02820	483090
PAPLA_02821	182218
PAPLA_02822	483101
PAPLA_02823	483106
PAPLA_02824	483112
PAPLA_02825	483115
PAPLA_02826	483123
PAPLA_02827	483127
PAPLA_02828	486309
PAPLA_02829	522580
PAPLA_02830	483144
PAPLA_02831	483157
PAPLA_02832	483162
PAPLA_02833	483169
PAPLA_02834	483171
PAPLA_02835	471315
PAPLA_02836	483180
PAPLA_02837	471317
PAPLA_02838	184053
PAPLA_02839	471319
PAPLA_02840	184336
PAPLA_02841	508916
PAPLA_02842	538700
PAPLA_02843	184709
PAPLA_02844	483226
PAPLA_02845	483228
PAPLA_02846	483228
PAPLA_02846	483228
PAPLA_02847	483232
PAPLA_02847	483232
PAPLA_02848	483234
PAPLA_02849	483238
PAPLA_02850	544955
PAPLA_02851	499909
PAPLA_02852	92041
PAPLA_02853	539094
PAPLA_02854	503648
PAPLA_02855	503650
PAPLA_02856	503651
PAPLA_02857	475827
PAPLA_02858	503663
PAPLA_02859	185576
PAPLA_02860	483243
PAPLA_02861	502901
PAPLA_02862	185921
PAPLA_02863	185631
PAPLA_02864	436127
PAPLA_02865	185873
PAPLA_02866	508932
PAPLA_02867	483309
PAPLA_02868	483313
PAPLA_02869	436291
PAPLA_02870	483320
PAPLA_02871	186435
PAPLA_02872	483327
PAPLA_02873	483331
PAPLA_02874	461501
PAPLA_02875	504469
PAPLA_02876	508944
PAPLA_02877	483353
PAPLA_02878	186491
PAPLA_02879	483370
PAPLA_02880	187396
PAPLA_02881	483378
PAPLA_02882	483379
PAPLA_02883	483381
PAPLA_02884	436453
PAPLA_02885	483389
PAPLA_02886	522936
PAPLA_02887	483401
PAPLA_02888	544988
PAPLA_02889	436156
PAPLA_02890	483407
PAPLA_02891	483410
PAPLA_02892	483415
PAPLA_02893	538744
PAPLA_02894	483424
PAPLA_02895	483433
PAPLA_02896	483437
PAPLA_02897	483439
PAPLA_02898	483447
PAPLA_02899	483449
PAPLA_02900	436660
PAPLA_02901	483459
PAPLA_02902	483462
PAPLA_02903	188374
PAPLA_02904	436857
PAPLA_02905	483468
PAPLA_02906	483473
PAPLA_02907	188570
PAPLA_02908	483482
PAPLA_02909	483483
PAPLA_02910	538760
PAPLA_02911	461602
PAPLA_02912	483491
PAPLA_02913	483493
PAPLA_02914	483498
PAPLA_02915	461617
PAPLA_02916	483504
PAPLA_02917	483511
PAPLA_02918	483512
PAPLA_02919	483512
PAPLA_02920	436185
PAPLA_02921	189075
PAPLA_02922	483541
PAPLA_02923	483549
PAPLA_02924	471404
PAPLA_02925	508996
PAPLA_02926	483558
PAPLA_02927	483565
PAPLA_02928	523025
PAPLA_02929	483576
PAPLA_02930	483579
PAPLA_02931	483584
PAPLA_02932	509005
PAPLA_02933	189945
PAPLA_02934	483611
PAPLA_02935	483613
PAPLA_02936	545034
PAPLA_02937	483617
PAPLA_02938	483624
PAPLA_02939	483635
PAPLA_02940	190414
PAPLA_02941	483642
PAPLA_02942	483644
PAPLA_02943	483650
PAPLA_02944	483655
PAPLA_02945	450869
PAPLA_02946	509022
PAPLA_02947	483662
PAPLA_02948	538803
PAPLA_02949	483666
PAPLA_02950	483668
PAPLA_02951	483671
PAPLA_02952	483678
PAPLA_02953	483680
PAPLA_02954	483682
PAPLA_02955	483684
PAPLA_02956	483686
PAPLA_02957	523123
PAPLA_02958	483691
PAPLA_02959	450890
PAPLA_02960	483699
PAPLA_02961	483704
PAPLA_02962	191525
PAPLA_02963	538818
PAPLA_02964	483718
PAPLA_02965	483720
PAPLA_02966	483724
PAPLA_02967	191681
PAPLA_02968	191754
PAPLA_02969	483734
PAPLA_02970	483737
PAPLA_02971	191822
PAPLA_02972	483740
PAPLA_02973	483741
PAPLA_02974	538829
PAPLA_02975	450915
PAPLA_02976	483747
PAPLA_02977	436436
PAPLA_02978	483752
PAPLA_02979	450919
PAPLA_02980	483759
PAPLA_02981	483762
PAPLA_02982	483764
PAPLA_02983	483768
PAPLA_02984	192458
PAPLA_02985	483774
PAPLA_02986	471466
PAPLA_02987	545078
PAPLA_02988	192708
PAPLA_02989	483786
PAPLA_02990	483789
PAPLA_02991	483791
PAPLA_02991	483791
PAPLA_02992	511373
PAPLA_02993	483791
PAPLA_02993	483791
PAPLA_02993	483791
PAPLA_02994	483796
PAPLA_02995	539390
PAPLA_02996	192935
PAPLA_02997	483801
PAPLA_02998	483803
PAPLA_02999	483806
PAPLA_03000	483810
PAPLA_03001	450953
PAPLA_03002	436431
PAPLA_03003	509077
PAPLA_03004	509078
PAPLA_03005	523281
PAPLA_03006	461761
PAPLA_03007	193431
PAPLA_03008	483845
PAPLA_03009	483848
PAPLA_03009	483848
PAPLA_03010	483850
PAPLA_03011	483853
PAPLA_03012	483854
PAPLA_03013	483855
PAPLA_03014	490779
PAPLA_03015	471493
PAPLA_03016	193802
PAPLA_03017	509091
PAPLA_03018	545106
PAPLA_03019	483889
PAPLA_03020	483890
PAPLA_03021	483895
PAPLA_03022	538873
PAPLA_03023	483901
PAPLA_03024	437111
PAPLA_03025	483905
PAPLA_03026	483909
PAPLA_03027	194376
PAPLA_03028	483912
PAPLA_03029	194423
PAPLA_03030	194420
PAPLA_03031	469712
PAPLA_03032	483918
PAPLA_03033	194501
PAPLA_03034	437072
PAPLA_03035	194641
PAPLA_03036	483926
PAPLA_03037	194686
PAPLA_03038	509110
PAPLA_03039	195047
PAPLA_03040	483960
PAPLA_03041	483963
PAPLA_03042	483968
PAPLA_03043	436716
PAPLA_03044	509117
PAPLA_03045	483979
PAPLA_03046	483984
PAPLA_03047	483989
PAPLA_03048	474806
PAPLA_03049	195549
PAPLA_03050	484012
PAPLA_03051	484016
PAPLA_03052	484024
PAPLA_03053	509130
PAPLA_03054	484031
PAPLA_03055	484033
PAPLA_03056	484037
PAPLA_03057	484040
PAPLA_03058	545139
PAPLA_03059	195911
PAPLA_03060	471532
PAPLA_03061	484052
PAPLA_03062	196121
PAPLA_03063	509139
PAPLA_03064	509139
PAPLA_03065	484068
PAPLA_03066	509141
PAPLA_03067	484083
PAPLA_03068	523409
PAPLA_03069	196386
PAPLA_03070	509145
PAPLA_03071	484092
PAPLA_03072	436629
PAPLA_03073	436629
PAPLA_03074	534591
PAPLA_03075	534591
PAPLA_03076	484100
PAPLA_03077	484101
PAPLA_03078	523451
PAPLA_03079	484105
PAPLA_03080	451049
PAPLA_03081	509154
PAPLA_03082	484112
PAPLA_03083	484121
PAPLA_03084	484124
PAPLA_03085	545156
PAPLA_03086	509160
PAPLA_03087	484137
PAPLA_03088	451060
PAPLA_03089	509164
PAPLA_03090	484145
PAPLA_03091	538938
PAPLA_03092	538939
PAPLA_03093	523481
PAPLA_03094	198141
PAPLA_03095	484156
PAPLA_03096	484158
PAPLA_03097	198172
PAPLA_03098	484162
PAPLA_03099	198211
PAPLA_03100	198242
PAPLA_03101	484176
PAPLA_03102	461872
PAPLA_03103	198321
PAPLA_03104	484184
PAPLA_03105	471565
PAPLA_03106	484196
PAPLA_03107	484201
PAPLA_03108	484202
PAPLA_03109	198617
PAPLA_03110	484208
PAPLA_03111	198710
PAPLA_03112	484210
PAPLA_03113	484211
PAPLA_03114	484213
PAPLA_03115	484215
PAPLA_03116	484221
PAPLA_03117	198829
PAPLA_03118	484226
PAPLA_03119	437016
PAPLA_03120	484231
PAPLA_03121	484234
PAPLA_03122	484239
PAPLA_03123	199063
PAPLA_03124	484241
PAPLA_03125	484242
PAPLA_03126	484245
PAPLA_03127	484247
PAPLA_03128	484255
PAPLA_03129	199424
PAPLA_03130	199420
PAPLA_03131	484257
PAPLA_03132	484264
PAPLA_03133	534608
PAPLA_03134	199880
PAPLA_03135	199704
PAPLA_03136	484274
PAPLA_03137	523531
PAPLA_03138	451122
PAPLA_03139	484279
PAPLA_03140	200008
PAPLA_03141	484285
PAPLA_03142	484286
PAPLA_03143	436112
PAPLA_03144	484288
PAPLA_03145	436274
PAPLA_03146	484293
PAPLA_03147	484301
PAPLA_03148	484304
PAPLA_03149	484308
PAPLA_03150	200539
PAPLA_03151	200583
PAPLA_03152	200490
PAPLA_03153	484352
PAPLA_03154	484353
PAPLA_03155	484356
PAPLA_03156	484358
PAPLA_03157	200749
PAPLA_03158	484362
PAPLA_03159	509235
PAPLA_03160	539005
PAPLA_03161	437041
PAPLA_03162	484371
PAPLA_03163	484377
PAPLA_03164	201058
PAPLA_03165	201057
PAPLA_03166	484386
PAPLA_03167	201158
PAPLA_03168	484393
PAPLA_03169	545219
PAPLA_03170	504607
PAPLA_03171	484403
PAPLA_03172	484407
PAPLA_03173	509249
PAPLA_03174	201337
PAPLA_03175	484414
PAPLA_03176	201400
PAPLA_03177	484425
PAPLA_03178	484435
PAPLA_03179	484448
PAPLA_03180	484451
PAPLA_03181	509258
PAPLA_03182	539030
PAPLA_03183	484465
PAPLA_03184	484470
PAPLA_03185	484471
PAPLA_03186	484474
PAPLA_03187	484476
PAPLA_03188	484484
PAPLA_03189	484485
PAPLA_03190	484491
PAPLA_03191	539040
PAPLA_03192	484498
PAPLA_03193	484502
PAPLA_03194	484511
PAPLA_03195	484515
PAPLA_03196	484519
PAPLA_03197	471646
PAPLA_03198	484522
PAPLA_03199	484524
PAPLA_03200	484528
PAPLA_03201	539049
PAPLA_03202	202560
PAPLA_03203	202600
PAPLA_03204	509284
PAPLA_03205	484537
PAPLA_03206	484540
PAPLA_03207	484542
PAPLA_03208	484544
PAPLA_03209	484549
PAPLA_03210	484553
PAPLA_03211	484557
PAPLA_03212	484559
PAPLA_03213	509293
PAPLA_03214	484575
PAPLA_03215	484577
PAPLA_03216	484578
PAPLA_03217	484583
PAPLA_03218	484586
PAPLA_03219	524161
PAPLA_03220	484596
PAPLA_03221	484600
PAPLA_03222	484605
PAPLA_03223	539074
PAPLA_03224	509308
PAPLA_03225	484610
PAPLA_03226	484615
PAPLA_03227	203821
PAPLA_03228	484620
PAPLA_03229	513546
PAPLA_03230	475660
PAPLA_03231	545273
PAPLA_03232	484632
PAPLA_03233	484634
PAPLA_03234	484638
PAPLA_03235	484644
PAPLA_03236	484648
PAPLA_03237	462076
PAPLA_03238	509324
PAPLA_03239	195549
PAPLA_03240	484667
PAPLA_03241	185346
PAPLA_03242	205638
PAPLA_03243	539094
PAPLA_03244	484708
PAPLA_03245	484712
PAPLA_03246	436259
PAPLA_03247	205854
PAPLA_03248	462099
PAPLA_03249	484724
PAPLA_03250	206146
PAPLA_03251	523897
PAPLA_03252	484745
PAPLA_03253	509343
PAPLA_03254	484753
PAPLA_03255	504651
PAPLA_03256	509346
PAPLA_03257	484765
PAPLA_03258	523910
PAPLA_03259	523910
PAPLA_03260	484774
PAPLA_03261	484780
PAPLA_03262	484796
PAPLA_03263	509352
PAPLA_03264	509353
PAPLA_03265	484807
PAPLA_03266	484811
PAPLA_03267	484814
PAPLA_03268	540062
PAPLA_03269	484819
PAPLA_03270	484822
PAPLA_03271	484825
PAPLA_03272	484831
PAPLA_03273	208250
PAPLA_03274	534674
PAPLA_03275	208302
PAPLA_03276	471717
PAPLA_03277	545315
PAPLA_03278	436789
PAPLA_03279	484855
PAPLA_03280	471721
PAPLA_03281	471721
PAPLA_03282	484857
PAPLA_03283	484863
PAPLA_03284	208855
PAPLA_03285	484877
PAPLA_03286	484880
PAPLA_03287	437001
PAPLA_03288	208969
PAPLA_03289	209006
PAPLA_03290	484886
PAPLA_03291	484890
PAPLA_03292	209064
PAPLA_03293	484893
PAPLA_03294	436215
PAPLA_03295	484900
PAPLA_03296	484901
PAPLA_03297	509385
PAPLA_03298	539149
PAPLA_03299	484923
PAPLA_03300	484927
PAPLA_03301	534687
PAPLA_03302	484931
PAPLA_03303	484935
PAPLA_03304	484936
PAPLA_03305	484943
PAPLA_03306	209572
PAPLA_03307	471745
PAPLA_03308	484957
PAPLA_03309	509397
PAPLA_03310	209609
PAPLA_03311	484960
PAPLA_03312	509400
PAPLA_03313	209844
PAPLA_03314	484965
PAPLA_03315	484969
PAPLA_03316	508109
PAPLA_03317	484977
PAPLA_03318	436647
PAPLA_03319	509408
PAPLA_03320	484986
PAPLA_03321	539170
PAPLA_03322	484989
PAPLA_03323	210209
PAPLA_03324	210205
PAPLA_03325	451391
PAPLA_03326	524057
PAPLA_03327	524065
PAPLA_03328	485007
PAPLA_03329	539178
PAPLA_03330	539178
PAPLA_03331	485012
PAPLA_03332	485012
PAPLA_03333	485018
PAPLA_03334	210625
PAPLA_03335	509422
PAPLA_03336	485025
PAPLA_03337	485025
PAPLA_03338	500585
PAPLA_03339	462207
PAPLA_03340	485037
PAPLA_03341	485039
PAPLA_03342	485042
PAPLA_03343	485046
PAPLA_03344	485050
PAPLA_03345	485054
PAPLA_03346	485054
PAPLA_03347	485063
PAPLA_03348	509432
PAPLA_03349	539192
PAPLA_03350	485069
PAPLA_03351	485070
PAPLA_03352	211360
PAPLA_03353	211141
PAPLA_03354	485108
PAPLA_03355	485112
PAPLA_03356	485114
PAPLA_03357	451424
PAPLA_03357	451424
PAPLA_03358	509443
PAPLA_03359	485120
PAPLA_03360	524131
PAPLA_03361	485129
PAPLA_03362	485135
PAPLA_03363	211862
PAPLA_03364	211842
PAPLA_03365	485141
PAPLA_03366	485143
PAPLA_03367	436833
PAPLA_03368	212042
PAPLA_03369	485164
PAPLA_03370	485165
PAPLA_03371	485166
PAPLA_03372	485170
PAPLA_03373	485175
PAPLA_03374	545391
PAPLA_03375	485178
PAPLA_03376	485180
PAPLA_03377	539223
PAPLA_03378	471802
PAPLA_03379	212539
PAPLA_03380	534712
PAPLA_03381	485198
PAPLA_03382	485199
PAPLA_03383	485202
PAPLA_03384	485209
PAPLA_03385	212927
PAPLA_03386	436623
PAPLA_03387	471811
PAPLA_03388	485262
PAPLA_03389	485262
PAPLA_03390	485274
PAPLA_03391	485276
PAPLA_03392	485279
PAPLA_03393	539238
PAPLA_03394	485285
PAPLA_03395	485289
PAPLA_03396	451488
PAPLA_03397	462283
PAPLA_03398	462286
PAPLA_03399	213971
PAPLA_03400	214038
PAPLA_03401	213912
PAPLA_03402	485312
PAPLA_03403	485315
PAPLA_03404	485317
PAPLA_03405	485338
PAPLA_03406	214561
PAPLA_03407	524193
PAPLA_03408	485361
PAPLA_03409	485364
PAPLA_03410	437015
PAPLA_03411	485367
PAPLA_03412	485370
PAPLA_03413	485374
PAPLA_03414	485385
PAPLA_03415	485387
PAPLA_03416	215688
PAPLA_03417	485389
PAPLA_03418	545429
PAPLA_03419	485394
PAPLA_03420	215730
PAPLA_03421	524239
PAPLA_03422	534732
PAPLA_03423	485400
PAPLA_03424	485407
PAPLA_03425	462322
PAPLA_03426	485409
PAPLA_03427	216606
PAPLA_03428	485414
PAPLA_03429	509520
PAPLA_03430	216717
PAPLA_03431	509522
PAPLA_03432	485426
PAPLA_03433	485430
PAPLA_03434	485433
PAPLA_03435	545441
PAPLA_03436	436192
PAPLA_03437	485453
PAPLA_03438	471856
PAPLA_03439	485457
PAPLA_03440	485461
PAPLA_03441	217398
PAPLA_03442	485479
PAPLA_03443	485482
PAPLA_03444	485486
PAPLA_03445	485490
PAPLA_03446	485495
PAPLA_03447	539293
PAPLA_03448	485498
PAPLA_03449	485501
PAPLA_03450	485515
PAPLA_03451	485517
PAPLA_03452	217745
PAPLA_03453	218105
PAPLA_03454	479857
PAPLA_03455	217983
PAPLA_03456	485537
PAPLA_03457	451569
PAPLA_03458	509551
PAPLA_03459	485546
PAPLA_03460	545462
PAPLA_03461	485550
