GO_ID,Protein
GO:0050661,E6RDR8
GO:0000049,E6RDS0
GO:0004818,E6RDS0
GO:0005524,E6RDS0
GO:0006424,E6RDS0
GO:0008270,E6RDS0
GO:0110165,E6RDS0
GO:0004395,E6RDS9
GO:0006744,E6RDS9
GO:0008425,E6RDS9
GO:0008689,E6RDS9
GO:0031314,E6RDS9
GO:0032259,E6RDS9
GO:0005506,E6RDV9
GO:0005789,E6RDV9
GO:0006633,E6RDV9
GO:0020037,E6RDV9
GO:0080132,E6RDV9
GO:0003995,E6RDX1
GO:0050660,E6RDX1
GO:0016020,E6RDX2
GO:0022857,E6RDX2
GO:0003975,E6RDZ6
GO:0005789,E6RDZ6
GO:0006488,E6RDZ6
GO:0016757,E6RDZ6
GO:0036381,E6RE03
GO:0042823,E6RE03
GO:0051920,E6RE09
GO:0004553,E6RE15
GO:0005975,E6RE15
GO:0016020,E6RE31
GO:0022857,E6RE31
GO:0004100,E6RE74
GO:0016020,E6RE74
GO:0005737,E6RE77
GO:0008270,E6RE77
GO:0019284,E6RE77
GO:0019509,E6RE77
GO:0046570,E6RE77
GO:0005524,E6REA8
GO:0016020,E6REA8
GO:0016887,E6REA8
GO:0140359,E6REA8
GO:0004326,E6REB3
GO:0005524,E6REB3
GO:0006730,E6REB3
GO:0046872,E6REB3
GO:0008643,E6REF4
GO:0016020,E6REF4
GO:0022857,E6REF4
GO:0008422,E6REG9
GO:0030245,E6REG9
GO:0102483,E6REG9
GO:0008643,E6REI1
GO:0016020,E6REI1
GO:0022857,E6REI1
GO:0016830,E6REI8
GO:0019752,E6REI8
GO:0030170,E6REI8
GO:0004733,E6REN6
GO:0008615,E6REN6
GO:0010181,E6REN6
GO:0016020,E6REQ4
GO:0016491,E6REQ4
GO:0016491,E6REQ5
GO:0001678,E6RES3
GO:0004396,E6RES3
GO:0005524,E6RES3
GO:0005536,E6RES3
GO:0006096,E6RES3
GO:0046872,E6RET7
GO:0016652,E6REV4
GO:0004067,E6REZ3
GO:0006528,E6REZ3
GO:0004128,E6REZ8
GO:0016020,E6REZ8
GO:0004069,E6RF09
GO:0006520,E6RF09
GO:0009058,E6RF09
GO:0030170,E6RF09
GO:0016020,E6RF15
GO:0022857,E6RF15
GO:0006784,E6RF28
GO:0016020,E6RF28
GO:0016653,E6RF28
GO:0016791,E6RF30
GO:0110165,E6RF30
GO:0006865,E6RF34
GO:0016020,E6RF34
GO:0022857,E6RF34
GO:0004622,E6RF48
GO:0009395,E6RF48
GO:0102545,E6RF48
GO:0016020,E6RF57
GO:0005524,E6RF72
GO:0006520,E6RF72
GO:0016874,E6RF72
GO:0046872,E6RF72
GO:0000285,E6RFC1
GO:0005524,E6RFC1
GO:0016310,E6RFC1
GO:0046854,E6RFC1
GO:0006069,E6RFD0
GO:0008270,E6RFD0
GO:0106321,E6RFD0
GO:0106322,E6RFD0
GO:0005737,E6RFD2
GO:0018738,E6RFD2
GO:0046294,E6RFD2
GO:0052689,E6RFD2
GO:0005975,E6RFF1
GO:0006044,E6RFF1
GO:0008448,E6RFF1
GO:0046872,E6RFF1
GO:0047419,E6RFF1
GO:0051213,E6RFK7
GO:0016020,E6RFL1
GO:0022857,E6RFL1
GO:0004100,E6RFL9
GO:0005886,E6RFL9
GO:0006031,E6RFL9
GO:0071555,E6RFL9
GO:0016301,E6RFN3
GO:0016310,E6RFN3
GO:0032958,E6RFN3
GO:0016491,E6RFP3
GO:0005524,E6RFP6
GO:0016787,E6RFP6
GO:0016874,E6RFP6
GO:0046872,E6RFP6
GO:0004602,E6RFS6
GO:0006979,E6RFS6
GO:0140824,E6RFS6
GO:0008643,E6RFT0
GO:0016020,E6RFT0
GO:0022857,E6RFT0
GO:0004357,E6RFT5
GO:0005524,E6RFT5
GO:0006750,E6RFT5
GO:0004553,E6RFW4
GO:0005975,E6RFW4
GO:0003723,E6RFY2
GO:0009982,E6RFY2
GO:0031119,E6RFY2
GO:0043231,E6RFY2
GO:0016810,E6RFZ9
GO:0004471,E6RG01
GO:0046872,E6RG01
GO:0051287,E6RG01
GO:0005315,E6RG03
GO:0005743,E6RG03
GO:1990547,E6RG03
GO:0005524,E6RG43
GO:0016020,E6RG43
GO:0016887,E6RG43
GO:0019829,E6RG43
GO:0046872,E6RG43
GO:0003995,E6RG59
GO:0050660,E6RG59
GO:0003824,E6RG75
GO:0019346,E6RG75
GO:0030170,E6RG75
GO:0000287,E6RG94
GO:0005524,E6RG94
GO:0015914,E6RG94
GO:0016020,E6RG94
GO:0016887,E6RG94
GO:0140326,E6RG94
