LogFC_ATS_AC_wo,Reaction,NAME,EQUATION,SUBSYSTEM
1.42088293980193,r_0735,mevalonate kinase (atp),(R)-mevalonate[c] + ATP[c] => (R)-5-phosphomevalonic acid[c] + ADP[c] + H+[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Peroxisome;Terpenoid backbone biosynthesis
1.42087362910211,r_0736,mevalonate kinase (ctp),(R)-mevalonate[c] + CTP[c] => (R)-5-phosphomevalonic acid[c] + CDP[c] + H+[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Peroxisome;Terpenoid backbone biosynthesis
1.42087362916601,r_0737,mevalonate kinase (gtp),(R)-mevalonate[c] + GTP[c] => (R)-5-phosphomevalonic acid[c] + GDP[c] + H+[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Peroxisome;Terpenoid backbone biosynthesis
1.42087362921692,r_0738,mevalonate kinase (UTP),(R)-mevalonate[c] + UTP[c] => (R)-5-phosphomevalonic acid[c] + H+[c] + UDP[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Peroxisome;Terpenoid backbone biosynthesis
1.60025392938508,r_0739,mevalonate pyrophoshate decarboxylase,(R)-5-diphosphomevalonic acid[c] + ATP[c] => ADP[c] + carbon dioxide[c] + isopentenyl diphosphate[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis
2.19734504282587,r_0757,myo-inositol 1-phosphatase,1D-myo-inositol 1-phosphate[c] + H2O[c] => myo-inositol[c] + phosphate[c],Inositol phosphate metabolism;Phosphatidylinositol signaling system
1.91944115823874,r_0759,N-acetyl-g-glutamyl-phosphate reductase,H+[m] + N-acetyl-L-gamma-glutamyl phosphate[m] + NADPH[m] => 2-acetamido-5-oxopentanoate[m] + NADP(+)[m] + phosphate[m],2-Oxocarboxylic acid metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
2.21153247309204,r_0788,nucleoside diphosphatase,ADP[c] + H2O[c] => AMP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
2.21153247316263,r_0789,nucleoside diphosphatase,GDP[c] + H2O[c] => GMP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
2.21153247308683,r_0790,nucleoside diphosphatase,H2O[c] + UDP[c] => H+[c] + phosphate[c] + UMP[c],Purine metabolism;Pyrimidine metabolism
2.21153247317312,r_0792,nucleoside diphosphatase,CDP[c] + H2O[c] => CMP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
2.20826731222274,r_0795,nucleoside diphosphate kinase,ATP[c] + CDP[c] => ADP[c] + CTP[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism;Pyrimidine metabolism
2.06835448684556,r_0803,nucleoside diphosphate kinase,ATP[c] + dUDP[c] <=> ADP[c] + dUTP[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism;Pyrimidine metabolism
2.67895073580999,r_0804,nucleoside triphosphatase,GTP[c] + H2O[c] => GDP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
2.21153247319767,r_0805,nucleoside triphosphatase,H2O[c] + UTP[c] => H+[c] + phosphate[c] + UDP[c],Purine metabolism;Pyrimidine metabolism
2.21153247318199,r_0806,nucleoside triphosphatase,CTP[c] + H2O[c] => CDP[c] + H+[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
2.21153247309446,r_0807,nucleoside triphosphatase,H2O[c] + ITP[c] => H+[c] + IDP[c] + phosphate[c],Purine metabolism;Pyrimidine metabolism
1.84029377606076,r_0813,O-acetylhomoserine (thiol)-lyase,hydrogen sulfide[c] + O-acetyl-L-homoserine[c] => acetate[c] + H+[c] + L-homocysteine[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Cysteine and methionine metabolism;Sulfur metabolism
2.12077764176869,r_0816,ornithine carbamoyltransferase,carbamoyl phosphate[c] + ornithine[c] => H+[c] + L-citrulline[c] + phosphate[c],Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
2.29314520996657,r_0817,ornithine decarboxylase,H+[c] + ornithine[c] => carbon dioxide[c] + putrescine[c],Arginine and proline metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glutathione metabolism
1.91944115823874,r_0818,ornithine transacetylase,L-glutamate[m] + N(2)-acetyl-L-ornithine[m] => N-acetyl-L-glutamate[m] + ornithine[m],2-Oxocarboxylic acid metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
1.9194411582889,r_0819,ornithine transaminase,2-oxoglutarate[c] + ornithine[c] => L-glutamate[c] + L-glutamic 5-semialdehyde[c],Arginine and proline metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
2.37939667403042,r_0820,orotate phosphoribosyltransferase,diphosphate[c] + orotidine 5'-(dihydrogen phosphate)[c] <=> orotate[c] + PRPP[c],Pyrimidine metabolism
2.37939667403087,r_0821,orotidine-5'-phosphate decarboxylase,H+[c] + orotidine 5'-(dihydrogen phosphate)[c] => carbon dioxide[c] + UMP[c],Pyrimidine metabolism
1.95470981386433,r_0831,oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase),coenzyme A[m] + S(8)-succinyldihydrolipoamide[m] => dihydrolipoamide[m] + succinyl-CoA[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Lysine degradation;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine, leucine and isoleucine degradation"
1.95470981386433,r_0832,oxoglutarate dehydrogenase (lipoamide),2-oxoglutarate[m] + H+[m] + lipoamide[m] => carbon dioxide[m] + S(8)-succinyldihydrolipoamide[m],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis;Glyoxylate and dicarboxylate metabolism;Lysine degradation;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine, leucine and isoleucine degradation"
2.41847353261891,r_0842,pantothenate kinase,(R)-pantothenate[c] + ATP[c] => (R)-4'-phosphopantothenic acid[c] + ADP[c] + H+[c],Pantothenate and CoA biosynthesis
2.27994007407642,r_0843,pantothenate synthase,(R)-pantoate[c] + ATP[c] + beta-alanine[c] => (R)-pantothenate[c] + AMP[c] + diphosphate[c] + H+[c],Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;beta-Alanine metabolism
2.63985045799702,r_0844,peroxisomal acyl-CoA thioesterase,decanoyl-CoA[p] + H2O[p] => coenzyme A[p] + decanoate[p] + H+[p],Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid elongation
2.11440374178793,r_0855,phopshoribosylaminoimidazole synthetase,5'-phosphoribosyl-N-formylglycineamidine[c] + ATP[c] => 5'-phosphoribosyl-5-aminoimidazole[c] + ADP[c] + 2 H+[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism
2.52206716715814,r_0883,phosphoadenylyl-sulfate reductase (thioredoxin),"3'-phospho-5'-adenylyl sulfate[c] + TRX1[c] => adenosine 3',5'-bismonophosphate[c] + 2 H+[c] + sulphite[c] + TRX1 disulphide[c]",Sulfur metabolism
2.21153247319318,r_0884,phosphoenolpyruvate carboxykinase,ATP[c] + oxaloacetate[c] => ADP[c] + carbon dioxide[c] + phosphoenolpyruvate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Gluconeogenesis;Glycolysis;Pyruvate metabolism
1.6285424440649,r_0886,phosphofructokinase,"ATP[c] + D-fructose 6-phosphate[c] => ADP[c] + D-fructose 1,6-bisphosphate[c] + H+[c]",Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Galactose metabolism;Gluconeogenesis;Glycolysis;Pentose phosphate pathway;RNA degradation
1.62854244403975,r_0887,phosphofructokinase (s7p),"ATP[c] + sedoheptulose 7-phosphate[c] => ADP[c] + H+[c] + sedoheptulose 1,7-bisphosphate[c]",Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Galactose metabolism;Gluconeogenesis;Glycolysis;Pentose phosphate pathway;RNA degradation
1.89821282587874,r_0891,phosphoglycerate dehydrogenase,3-phosphonato-D-glycerate(3-)[c] + NAD[c] => 3-phospho-hydroxypyruvate[c] + H+[c] + NADH[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Carbon metabolism;Glycine, serine and threonine metabolism"
2.06949930513824,r_0892,phosphoglycerate kinase,"1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phosphonato-D-glycerate(3-)[c] + ATP[c]",Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Gluconeogenesis;Glycolysis
1.46416110481125,r_0893,phosphoglycerate mutase,3-phosphonato-D-glycerate(3-)[c] <=> 2-phospho-D-glyceric acid[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis"
1.60025392938508,r_0904,phosphomevalonate kinase,(R)-5-phosphomevalonic acid[c] + ATP[c] => (R)-5-diphosphomevalonic acid[c] + ADP[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis
2.41847353261891,r_0905,phosphopantothenate-cysteine ligase,(R)-4'-phosphopantothenic acid[c] + CTP[c] + L-cysteine[c] => CMP[c] + diphosphate[c] + H+[c],Pantothenate and CoA biosynthesis
2.11440374178793,r_0908,phosphoribosyl amino imidazolesuccinocarbozamide synthetase,ATP[c] + L-aspartate[c] + phosphoribosyl-carboxy-aminoimidazole[c] => 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole[c] + ADP[c] + H+[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism
2.2303155735668,r_0909,phosphoribosyl-AMP cyclohydrolase,1-(5-phosphoribosyl)-5'-AMP[c] + H2O[c] => 1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
2.2303155735668,r_0910,phosphoribosyl-ATP pyrophosphatase,5-phosphoribosyl-ATP[c] + H2O[c] => 1-(5-phosphoribosyl)-5'-AMP[c] + diphosphate[c] + H+[c],Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism
2.11440374178793,r_0911,phosphoribosylaminoimidazole-carboxylase,5'-phosphoribosyl-5-aminoimidazole[c] + ATP[c] + carbon dioxide[c] + H2O[c] => ADP[c] + H+[c] + phosphate[c] + phosphoribosyl-carboxy-aminoimidazole[c],Biosynthesis of secondary metabolites;Purine metabolism
2.23031557344034,r_0912,phosphoribosylaminoimidazolecarboxamide formyltransferase,10-formyl-THF[c] + AICAR[c] <=> phosphoribosyl-formamido-carboxamide[c] + THF[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;One carbon pool by folate;Purine metabolism
2.36438418445599,r_0913,phosphoribosylanthranilate isomerase,N-(5-phospho-beta-D-ribosyl)anthranilate[c] => 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.11440374178793,r_0914,phosphoribosylglycinamidine synthetase,5-phosphoribosylamine[c] + ATP[c] + L-glycine[c] => 5-phospho-ribosyl-glycineamide[c] + ADP[c] + H+[c] + phosphate[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism
2.11440374178793,r_0915,phosphoribosylpyrophosphate amidotransferase,H2O[c] + L-glutamine[c] + PRPP[c] => 5-phosphoribosylamine[c] + diphosphate[c] + L-glutamate[c],"Alanine, aspartate and glutamate metabolism;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism"
1.71485811842349,r_0916,phosphoribosylpyrophosphate synthetase,ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Pentose phosphate pathway;Purine metabolism
1.89821282587874,r_0917,phosphoserine phosphatase (L-serine),3-phospho-serine[c] + H2O[c] => L-serine[c] + phosphate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Carbon metabolism;Glycine, serine and threonine metabolism"
1.89821282587874,r_0918,phosphoserine transaminase,3-phospho-hydroxypyruvate[c] + L-glutamate[c] => 2-oxoglutarate[c] + 3-phospho-serine[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Carbon metabolism;Glycine, serine and threonine metabolism;Vitamin B6 metabolism"
2.306712944527,r_0938,prephenate dehydratase,H+[c] + prephenate[c] => carbon dioxide[c] + H2O[c] + keto-phenylpyruvate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.28222337061592,r_0939,prephenate dehydrogenase (NADP),NADP(+)[c] + prephenate[c] => 3-(4-hydroxyphenyl)pyruvate[c] + carbon dioxide[c] + NADPH[c],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.2115324730983,r_0956,pyridoxine oxidase,oxygen[c] + pyridoxine[c] => hydrogen peroxide[c] + pyridoxal[c],Vitamin B6 metabolism
2.29314521001945,r_0957,pyrroline-5-carboxylate reductase,1-pyrroline-5-carboxylate[c] + 2 H+[c] + NADPH[c] => L-proline[c] + NADP(+)[c],Arginine and proline metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites
1.99541470412174,r_0962,pyruvate kinase,ADP[c] + H+[c] + phosphoenolpyruvate[c] => ATP[c] + pyruvate[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Gluconeogenesis;Glycolysis;Purine metabolism;Pyruvate metabolism
2.21153247315212,r_0964,reduced glutathione via ABC system,ATP[c] + glutathione[c] + H2O[c] => ADP[c] + glutathione[v] + H+[c] + phosphate[c],
2.35871848625341,r_0976,ribonucleotide reductase,CDP[c] + TRX1[c] => dCDP[c] + H2O[c] + TRX1 disulphide[c],Glutathione metabolism;Purine metabolism;Pyrimidine metabolism
2.15201913741698,r_0982,ribose-5-phosphate isomerase,D-ribulose 5-phosphate[c] <=> ribose-5-phosphate[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Pentose phosphate pathway
1.69204808286349,r_0986,S-adenosyl-methionine delta-24-sterol-c-methyltransferase,S-adenosyl-L-methionine[c] + zymosterol[c] => fecosterol[c] + H+[c] + S-adenosyl-L-homocysteine[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Steroid biosynthesis
2.35442003816282,r_0988,"saccharopine dehydrogenase (NAD, L-lysine forming)",H2O[c] + L-saccharopine[c] + NAD[c] => 2-oxoglutarate[c] + H+[c] + L-lysine[c] + NADH[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Lysine degradation
1.90704147188686,r_0989,"saccharopine dehydrogenase (NADP, L-glutamate forming)",H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Lysine biosynthesis;Lysine degradation
2.19496675431184,r_0992,serine O-acetyltransferase,acetyl-CoA[c] + L-serine[c] => coenzyme A[c] + O-acetyl-L-serine[c],
2.29195857507356,r_0996,shikimate dehydrogenase,3-dehydroshikimate[c] + H+[c] + NADPH[c] => NADP(+)[c] + shikimate[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.29195857507356,r_0997,shikimate kinase,ATP[c] + shikimate[c] => 3-phosphoshikimic acid[c] + ADP[c] + H+[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.60025392938508,r_1011,squalene epoxidase (NADP),"H+[er] + NADPH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NADP(+)[er]",Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Sesquiterpenoid and triterpenoid biosynthesis;Steroid biosynthesis
1.60025392938508,r_1012,squalene synthase,2 farnesyl diphosphate[c] + H+[c] + NADPH[c] => 2 diphosphate[c] + NADP(+)[c] + squalene[c],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Sesquiterpenoid and triterpenoid biosynthesis;Steroid biosynthesis
2.1340086334487,r_1021,succinate dehydrogenase (ubiquinone-6),succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Oxidative phosphorylation
1.76239597894336,r_1022,succinate-CoA ligase (ADP-forming),ADP[m] + phosphate[m] + succinyl-CoA[m] => ATP[m] + coenzyme A[m] + succinate[m],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Propanoate metabolism
2.43296844306284,r_1025,sulfate adenylyltransferase,ATP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + diphosphate[c],Biosynthesis of antibiotics;Monobactam biosynthesis;Purine metabolism;Selenocompound metabolism;Sulfur metabolism
2.43296844297583,r_1026,sulfate adenylyltransferase (ADP),ADP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + phosphate[c],Purine metabolism;Sulfur metabolism
2.59242157240744,r_1027,sulfite reductase (NADPH2),5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c],Sulfur metabolism
2.52206716715806,r_1038,thioredoxin reductase (NADPH),H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c],Selenocompound metabolism
1.89205914277239,r_1041,threonine synthase,H2O[c] + O-phospho-L-homoserine[c] => L-threonine[c] + phosphate[c],"Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Vitamin B6 metabolism"
2.37939667404045,r_1045,thymidylate synthase,"5,10-methylenetetrahydrofolate[c] + dUMP[c] => dihydrofolic acid[c] + dTMP[c]",One carbon pool by folate;Pyrimidine metabolism
2.09120744291817,r_1051,trehalose-phosphatase,"alpha,alpha-trehalose 6-phosphate[c] + H2O[c] => phosphate[c] + trehalose[c]",Starch and sucrose metabolism
1.39779389678282,r_1054,triose-phosphate isomerase,dihydroxyacetone phosphate[c] <=> glyceraldehyde 3-phosphate[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Gluconeogenesis;Glycolysis;Inositol phosphate metabolism
2.36438418445599,r_1055,tryptophan synthase (indoleglycerol phosphate),1-C-(indol-3-yl)glycerol 3-phosphate[c] + L-serine[c] => glyceraldehyde 3-phosphate[c] + H2O[c] + L-tryptophan[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis"
2.36438418444881,r_1056,tryptophan transaminase,2-oxoglutarate[c] + L-tryptophan[c] => indole-3-pyruvate[c] + L-glutamate[c],"2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Lysine biosynthesis;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Tryptophan metabolism;Tyrosine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis"
2.21153247308678,r_1072,UMP kinase,ATP[c] + UMP[c] => ADP[c] + UDP[c],Pyrimidine metabolism
1.70169870084596,r_1075,urea carboxylase,ATP[c] + bicarbonate[c] + urea[c] => ADP[c] + H+[c] + phosphate[c] + urea-1-carboxylic acid[c],Arginine biosynthesis;Atrazine degradation
2.21153247305483,r_1079,uridylate kinase (dUMP),ATP[c] + dUMP[c] => ADP[c] + dUDP[c],Pyrimidine metabolism
2.21153247319227,r_1080,uridylate kinase (dUMP),ATP[n] + dUMP[n] => ADP[n] + dUDP[n],Pyrimidine metabolism
2.21153247307501,r_1085,"V-ATPase, Golgi",ATP[c] + H+[c] + H2O[c] => ADP[c] + 2 H+[g] + phosphate[c],Oxidative phosphorylation;Phagosome
2.21153247316339,r_1086,"V-ATPase, vacuole",ATP[c] + H+[c] + H2O[c] => ADP[c] + 2 H+[v] + phosphate[c],Oxidative phosphorylation;Phagosome
2.02673815432954,r_1094,xylulokinase,ATP[c] + D-xylulose[c] => ADP[c] + D-xylulose 5-phosphate[c] + H+[c],Pentose and glucuronate interconversions
1.50403906235022,r_1096,(R)-mevalonate transport,(R)-mevalonate[e] <=> (R)-mevalonate[c],
2.35442003816512,r_1099,2-oxoadipate and 2-oxoglutarate transport,2-oxoadipic acid[m] + 2-oxoglutarate[c] <=> 2-oxoadipic acid[c] + 2-oxoglutarate[m],
1.85934885122936,r_1110,ADP/ATP transporter,ADP[c] + ATP[m] <=> ADP[m] + ATP[c],
1.49223845680986,r_1112,"AKG transporter, mitochonrial",2-oxoglutarate[c] + citrate[m] <=> 2-oxoglutarate[m] + citrate[c],
2.43727351487948,r_1116,AMP/ATP transporter,AMP[p] + ATP[c] + H+[p] => AMP[c] + ATP[p] + H+[c],
1.90919554173641,r_1120,carnithine-acetylcarnithine carrier,(R)-carnitine[m] + O-acetylcarnitine[c] => (R)-carnitine[c] + O-acetylcarnitine[m],
1.34527670146638,r_1129,coenzyme A transport,coenzyme A[c] => coenzyme A[m],
2.1975351663292,r_1130,CTP transport,CMP[m] + CTP[c] + H+[c] => CMP[c] + CTP[m] + H+[m],
2.19753516642573,r_1131,CTP/CMP antiport,CMP[m] + CTP[c] + 2 H+[c] => CMP[c] + CTP[m] + 2 H+[m],
2.21153247315212,r_1168,glutathione transport,glutathione[c] <=> glutathione[v],
2.21153247308561,r_1175,GTP/GDP translocase,GDP[m] + GTP[c] + H+[c] => GDP[c] + GTP[m] + H+[m],
2.12001318763317,r_1183,L-alanine transport,H+[e] + L-alanine[e] <=> H+[c] + L-alanine[c],
2.21153247310435,r_1186,L-asparagine transport,H+[e] + L-asparagine[e] <=> H+[c] + L-asparagine[c],
1.78777237189274,r_1190,L-aspartate transport,H+[e] + L-aspartate[e] <=> H+[c] + L-aspartate[c],
1.86248605601931,r_1194,L-glutamate transport,L-glutamate[c] => L-glutamate[m],
2.35442003816282,r_1213,L-lysine transport,H+[e] + L-lysine[e] <=> H+[c] + L-lysine[c],
2.306712944527,r_1215,L-phenylalanine transport,H+[e] + L-phenylalanine[e] <=> H+[c] + L-phenylalanine[c],
2.29314521000835,r_1216,L-proline transport,H+[e] + L-proline[e] <=> H+[c] + L-proline[c],
1.97684572280832,r_1217,L-serine transport,H+[e] + L-serine[e] <=> H+[c] + L-serine[c],
2.33104722254156,r_1218,L-threonine transport,H+[e] + L-threonine[e] <=> H+[c] + L-threonine[c],
2.34965346192136,r_1219,L-tryptophan transport,H+[e] + L-tryptophan[e] <=> H+[c] + L-tryptophan[c],
2.2822233708076,r_1223,L-tyrosine transport,H+[e] + L-tyrosine[e] <=> H+[c] + L-tyrosine[c],
2.19363874707013,r_1224,L-valine transport,H+[e] + L-valine[e] <=> H+[c] + L-valine[c],
1.91944115823874,r_1237,ornithine transport,H+[c] + ornithine[m] => H+[m] + ornithine[c],
2.29314520989918,r_1238,orntithine transport,H+[e] + ornithine[e] <=> H+[c] + ornithine[c],
1.73387273889908,r_1241,pantothenate transport,(R)-pantothenate[e] + H+[e] <=> (R)-pantothenate[c] + H+[c],
1.23663008047141,r_1245,phosphate transport,H+[c] + phosphate[c] => H+[m] + phosphate[m],
2.29314521007051,r_1251,putrescine transport,H+[c] + putrescine[e] <=> H+[e] + putrescine[c],
2.13422094412144,r_1264,succinate transport,phosphate[m] + succinate[c] => phosphate[c] + succinate[m],
2.12232518543373,r_1265,succinate-fumarate transport,fumarate[m] + succinate[c] => fumarate[c] + succinate[m],
2.52206716715814,r_1266,sulfate uniport,sulphate[e] => sulphate[c],
2.5220671671605,r_1267,sulfite transport,sulphite[c] => sulphite[e],
1.50403906231422,r_1547,(R)-mevalonate exchange,(R)-mevalonate[e] =>,
2.27994007407574,r_1548,(R)-pantothenate exchange,(R)-pantothenate[e] =>,
2.30974130467973,r_1550,(S)-3-methyl-2-oxopentanoate exchange,(S)-3-methyl-2-oxopentanoate[e] =>,
1.70497568843076,r_1552,(S)-malate exchange,(S)-malate[e] =>,
2.19759353003561,r_1562,1D-myo-inositol 1-phosphate transport,1D-myo-inositol 1-phosphate[er] <=> 1D-myo-inositol 1-phosphate[c],
2.16173096564144,r_1572,2-isopropylmalate exchange,2-isopropylmalate[e] =>,
1.74386392659934,r_1574,2-isopropylmalate transport,2-isopropylmalate[c] <=> 2-isopropylmalate[m],
2.2960633426015,r_1575,2-methyl-1-butanol transport,2-methylbutanol[c] <=> 2-methylbutanol[e],
2.29606334260314,r_1576,2-methyl-1-butanol transport,2-methylbutanol[c] <=> 2-methylbutanol[m],
2.30974130456988,r_1577,2-methylbutanal exchange,2-methylbutanal[e] =>,
2.30974130456988,r_1578,2-methylbutanal transport,2-methylbutanal[c] <=> 2-methylbutanal[e],
2.2960633426015,r_1579,2-methylbutanal transport,2-methylbutanal[c] <=> 2-methylbutanal[m],
2.29606334250318,r_1580,2-methylbutanol exchange,2-methylbutanol[e] =>,
1.74749757044103,r_1586,2-oxoglutarate exchange,2-oxoglutarate[e] =>,
2.30974130461931,r_1597,3-methyl-oxopentanoate trasport,(S)-3-methyl-2-oxopentanoate[e] <=> (S)-3-methyl-2-oxopentanoate[c],
2.16675026236535,r_1598,3-methylbutanal exchange,3-methylbutanal[e] =>,
2.29195857507432,r_1604,4-aminobenzoate exchange,4-aminobenzoate[e] =>,
2.12609825683926,r_1631,acetaldehyde exchange,acetaldehyde[e] =>,
2.39558499183322,r_1638,acetylcarnitine transport,O-acetylcarnitine[p] => O-acetylcarnitine[c],
2.11440374207701,r_1641,"adenosine 3',5'-bismonophosphate exchange","adenosine 3',5'-bismonophosphate[e] =>",
2.17573553209379,r_1650,"alpha,alpha-trehalose exchange",trehalose[e] =>,
2.20280987126987,r_1651,alpha-D-glucosamine 6-phosphate exchange,alpha-D-glucosamine 6-phosphate[e] =>,
1.89162694098817,r_1654,ammonium exchange,ammonium[e] <=>,
2.94872525169792,r_1660,ATP diffusion,ATP[c] <=> ATP[n],
2.39558499183322,r_1673,carnitine transport,(R)-carnitine[c] => (R)-carnitine[p],
2.3955849918343,r_1674,carnitine-acetylcarnitine carrier,(R)-carnitine[c] + O-acetylcarnitine[p] => (R)-carnitine[p] + O-acetylcarnitine[c],
2.66048499418887,r_1683,choline exchange,choline[e] =>,
