LogFC_Ac_ATS_Par,Reaction,NAME,EQUATION,SUBSYSTEM
1.51141013826341,r_0997,shikimate kinase,ATP[c] + shikimate[c] => 3-phosphoshikimic acid[c] + ADP[c] + H+[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.40582592158522,r_1021,succinate dehydrogenase (ubiquinone-6),succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m],Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Oxidative phosphorylation
1.69144770530919,r_1025,sulfate adenylyltransferase,ATP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + diphosphate[c],Biosynthesis of antibiotics;Monobactam biosynthesis;Purine metabolism;Selenocompound metabolism;Sulfur metabolism
1.69144770525818,r_1026,sulfate adenylyltransferase (ADP),ADP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + phosphate[c],Purine metabolism;Sulfur metabolism
1.81560170109432,r_1027,sulfite reductase (NADPH2),5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c],Sulfur metabolism
1.74151873030843,r_1038,thioredoxin reductase (NADPH),H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c],Selenocompound metabolism
1.30223271687686,r_1041,threonine synthase,H2O[c] + O-phospho-L-homoserine[c] => L-threonine[c] + phosphate[c],"Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Vitamin B6 metabolism"
1.60128041034002,r_1045,thymidylate synthase,"5,10-methylenetetrahydrofolate[c] + dUMP[c] => dihydrofolic acid[c] + dTMP[c]",One carbon pool by folate;Pyrimidine metabolism
1.37747343780664,r_1051,trehalose-phosphatase,"alpha,alpha-trehalose 6-phosphate[c] + H2O[c] => phosphate[c] + trehalose[c]",Starch and sucrose metabolism
1.39529368893054,r_1054,triose-phosphate isomerase,dihydroxyacetone phosphate[c] <=> glyceraldehyde 3-phosphate[c],Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Fructose and mannose metabolism;Gluconeogenesis;Glycolysis;Inositol phosphate metabolism
1.58383574763571,r_1055,tryptophan synthase (indoleglycerol phosphate),1-C-(indol-3-yl)glycerol 3-phosphate[c] + L-serine[c] => glyceraldehyde 3-phosphate[c] + H2O[c] + L-tryptophan[c],"Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis"
1.58383574762854,r_1056,tryptophan transaminase,2-oxoglutarate[c] + L-tryptophan[c] => indole-3-pyruvate[c] + L-glutamate[c],"2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Lysine biosynthesis;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Tryptophan metabolism;Tyrosine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis"
1.43098403628529,r_1072,UMP kinase,ATP[c] + UMP[c] => ADP[c] + UDP[c],Pyrimidine metabolism
1.92115026394896,r_1075,urea carboxylase,ATP[c] + bicarbonate[c] + urea[c] => ADP[c] + H+[c] + phosphate[c] + urea-1-carboxylic acid[c],Arginine biosynthesis;Atrazine degradation
1.43098403626798,r_1079,uridylate kinase (dUMP),ATP[c] + dUMP[c] => ADP[c] + dUDP[c],Pyrimidine metabolism
1.43098403627948,r_1080,uridylate kinase (dUMP),ATP[n] + dUMP[n] => ADP[n] + dUDP[n],Pyrimidine metabolism
1.43098403628291,r_1085,"V-ATPase, Golgi",ATP[c] + H+[c] + H2O[c] => ADP[c] + 2 H+[g] + phosphate[c],Oxidative phosphorylation;Phagosome
1.43098403627414,r_1086,"V-ATPase, vacuole",ATP[c] + H+[c] + H2O[c] => ADP[c] + 2 H+[v] + phosphate[c],Oxidative phosphorylation;Phagosome
1.30642483121939,r_1094,xylulokinase,ATP[c] + D-xylulose[c] => ADP[c] + D-xylulose 5-phosphate[c] + H+[c],Pentose and glucuronate interconversions
1.57387160131916,r_1099,2-oxoadipate and 2-oxoglutarate transport,2-oxoadipic acid[m] + 2-oxoglutarate[c] <=> 2-oxoadipic acid[c] + 2-oxoglutarate[m],
1.25993295115316,r_1110,ADP/ATP transporter,ADP[c] + ATP[m] <=> ADP[m] + ATP[c],
1.47005308333034,r_1116,AMP/ATP transporter,AMP[p] + ATP[c] + H+[p] => AMP[c] + ATP[p] + H+[c],
1.42245998114259,r_1130,CTP transport,CMP[m] + CTP[c] + H+[c] => CMP[c] + CTP[m] + H+[m],
1.42245998115042,r_1131,CTP/CMP antiport,CMP[m] + CTP[c] + 2 H+[c] => CMP[c] + CTP[m] + 2 H+[m],
1.43098403629887,r_1168,glutathione transport,glutathione[c] <=> glutathione[v],
1.43098403628477,r_1175,GTP/GDP translocase,GDP[m] + GTP[c] + H+[c] => GDP[c] + GTP[m] + H+[m],
1.33946475080055,r_1183,L-alanine transport,H+[e] + L-alanine[e] <=> H+[c] + L-alanine[c],
1.43098403628031,r_1186,L-asparagine transport,H+[e] + L-asparagine[e] <=> H+[c] + L-asparagine[c],
1.27030716402472,r_1194,L-glutamate transport,L-glutamate[c] => L-glutamate[m],
1.57387160132005,r_1213,L-lysine transport,H+[e] + L-lysine[e] <=> H+[c] + L-lysine[c],
1.52616450771005,r_1215,L-phenylalanine transport,H+[e] + L-phenylalanine[e] <=> H+[c] + L-phenylalanine[c],
1.51259677313306,r_1216,L-proline transport,H+[e] + L-proline[e] <=> H+[c] + L-proline[c],
1.55049878563392,r_1218,L-threonine transport,H+[e] + L-threonine[e] <=> H+[c] + L-threonine[c],
1.56910502505229,r_1219,L-tryptophan transport,H+[e] + L-tryptophan[e] <=> H+[c] + L-tryptophan[c],
1.50167493374238,r_1223,L-tyrosine transport,H+[e] + L-tyrosine[e] <=> H+[c] + L-tyrosine[c],
1.41309031014653,r_1224,L-valine transport,H+[e] + L-valine[e] <=> H+[c] + L-valine[c],
1.3013659266603,r_1237,ornithine transport,H+[c] + ornithine[m] => H+[m] + ornithine[c],
1.51259677314102,r_1238,orntithine transport,H+[e] + ornithine[e] <=> H+[c] + ornithine[c],
2.81345775826986,r_1241,pantothenate transport,(R)-pantothenate[e] + H+[e] <=> (R)-pantothenate[c] + H+[c],
1.51259677313986,r_1251,putrescine transport,H+[c] + putrescine[e] <=> H+[e] + putrescine[c],
1.42388195170237,r_1264,succinate transport,phosphate[m] + succinate[c] => phosphate[c] + succinate[m],
1.41114585581379,r_1265,succinate-fumarate transport,fumarate[m] + succinate[c] => fumarate[c] + succinate[m],
1.74151873030851,r_1266,sulfate uniport,sulphate[e] => sulphate[c],
1.74151873030921,r_1267,sulfite transport,sulphite[c] => sulphite[e],
1.49939163723561,r_1548,(R)-pantothenate exchange,(R)-pantothenate[e] =>,
1.52919286776092,r_1550,(S)-3-methyl-2-oxopentanoate exchange,(S)-3-methyl-2-oxopentanoate[e] =>,
1.42249561063468,r_1562,1D-myo-inositol 1-phosphate transport,1D-myo-inositol 1-phosphate[er] <=> 1D-myo-inositol 1-phosphate[c],
1.36940247602355,r_1572,2-isopropylmalate exchange,2-isopropylmalate[e] =>,
1.51551490565978,r_1575,2-methyl-1-butanol transport,2-methylbutanol[c] <=> 2-methylbutanol[e],
1.51551490565635,r_1576,2-methyl-1-butanol transport,2-methylbutanol[c] <=> 2-methylbutanol[m],
1.52919286774658,r_1577,2-methylbutanal exchange,2-methylbutanal[e] =>,
1.52919286774658,r_1578,2-methylbutanal transport,2-methylbutanal[c] <=> 2-methylbutanal[e],
1.51551490565978,r_1579,2-methylbutanal transport,2-methylbutanal[c] <=> 2-methylbutanal[m],
1.51551490565821,r_1580,2-methylbutanol exchange,2-methylbutanol[e] =>,
1.52919286772883,r_1597,3-methyl-oxopentanoate trasport,(S)-3-methyl-2-oxopentanoate[e] <=> (S)-3-methyl-2-oxopentanoate[c],
1.37362068821766,r_1598,3-methylbutanal exchange,3-methylbutanal[e] =>,
1.51141013826794,r_1604,4-aminobenzoate exchange,4-aminobenzoate[e] =>,
1.34554981993761,r_1631,acetaldehyde exchange,acetaldehyde[e] =>,
1.28010791919274,r_1634,acetate exchange,acetate[e] <=>,
1.43098403629046,r_1638,acetylcarnitine transport,O-acetylcarnitine[p] => O-acetylcarnitine[c],
1.37288300439166,r_1641,"adenosine 3',5'-bismonophosphate exchange","adenosine 3',5'-bismonophosphate[e] =>",
1.39518709526574,r_1650,"alpha,alpha-trehalose exchange",trehalose[e] =>,
1.42226143422658,r_1651,alpha-D-glucosamine 6-phosphate exchange,alpha-D-glucosamine 6-phosphate[e] =>,
1.43098403627169,r_1660,ATP diffusion,ATP[c] <=> ATP[n],
1.43098403629046,r_1673,carnitine transport,(R)-carnitine[c] => (R)-carnitine[p],
1.43098403628401,r_1674,carnitine-acetylcarnitine carrier,(R)-carnitine[c] + O-acetylcarnitine[p] => (R)-carnitine[p] + O-acetylcarnitine[c],
1.87993655728045,r_1683,choline exchange,choline[e] =>,
1.41882140859605,r_1689,citrate/malate antiport,(S)-malate[c] + citrate[p] <=> (S)-malate[p] + citrate[c],
1.43096994017632,r_1703,cytidylate kinase (CMP),ATP[c] + CMP[c] => ADP[c] + CDP[c],
1.59273594953756,r_1704,cytidylate kinase (dCMP),ATP[c] + dCMP[c] <=> ADP[c] + dCDP[c],
1.79302067994582,r_1727,decanoate exchange,decanoate[e] =>,
1.43108857287674,r_1729,deoxyadenylate kinase,ATP[c] + dAMP[c] <=> ADP[c] + dADP[c],
1.60128041034217,r_1749,dTTP exchange,dTTP[e] =>,
1.33952452280689,r_1761,ethanol exchange,ethanol[e] =>,
1.48308614000524,r_1808,glycerol exchange,glycerol[e] <=>,
1.43098403627169,r_1829,H+ diffusion,H+[c] <=> H+[n],
1.58383574763571,r_1843,indol-3-ylacetaldehyde exchange,indol-3-ylacetaldehyde[e] =>,
1.36940247599323,r_1865,isoamylol exchange,isoamylol[e] =>,
1.36940247598791,r_1866,isobutanol exchange,isobutanol[e] =>,
1.37476897242398,r_1870,isobutyraldehyde exchange,isobutyraldehyde[e] =>,
1.33946475082037,r_1873,L-alanine exchange,L-alanine[e] =>,
1.42840101451847,r_1874,L-alanine transport,L-alanine[m] => L-alanine[c],
1.36940247600699,r_1875,L-arabinitol exchange,L-arabinitol[e] =>,
1.52826632321206,r_1879,L-arginine exchange,L-arginine[e] =>,
1.20726626487001,r_1880,L-asparagine exchange,L-asparagine[e] =>,
1.8156017010979,r_1883,L-cysteine exchange,L-cysteine[e] =>,
1.51259677313646,r_1887,L-glutamate 5-semialdehyde dehydratase,L-glutamic 5-semialdehyde[c] <=> 1-pyrroline-5-carboxylate[c] + H+[c] + H2O[c],
1.24318400181004,r_1891,L-glutamine exchange,L-glutamine[e] =>,
1.44976713682885,r_1893,L-histidine exchange,L-histidine[e] =>,
1.49419793773021,r_1896,L-homoserine transport,L-homoserine[e] =>,
1.54723073648053,r_1897,L-isoleucine exchange,L-isoleucine[e] =>,
1.40445793940961,r_1899,L-leucine exchange,L-leucine[e] =>,
1.57387160132005,r_1900,L-lysine exchange,L-lysine[e] =>,
1.75163066610289,r_1902,L-methionine exchange,L-methionine[e] =>,
1.52616450771005,r_1903,L-phenylalanine exchange,L-phenylalanine[e] =>,
1.51259677313315,r_1904,L-proline exchange,L-proline[e] =>,
1.55049878563392,r_1911,L-threonine exchange,L-threonine[e] =>,
1.56910502504813,r_1912,L-tryptophan exchange,L-tryptophan[e] =>,
1.50167493379893,r_1913,L-tyrosine exchange,L-tyrosine[e] =>,
1.41309031014371,r_1914,L-valine exchange,L-valine[e] =>,
1.51259677315539,r_1987,ornithine exchange,ornithine[e] =>,
1.55267605672639,r_1993,palmitate exchange,palmitate[e] =>,
1.62721643452312,r_1994,palmitoleate exchange,palmitoleate[e] =>,
1.60096690921346,r_2005,phosphate exchange,phosphate[e] <=>,
1.5125967731231,r_2024,putrescine exchange,putrescine[e] =>,
1.55685082339778,r_2055,stearate exchange,stearate[e] =>,
1.7415187303513,r_2060,sulphate exchange,sulphate[e] <=>,
1.74151873030921,r_2061,sulphite exchange,sulphite[e] =>,
1.57291489299114,r_2083,tryptophol exchange,tryptophol[e] =>,
1.43098403618299,r_2099,water diffusion,H2O[c] <=> H2O[v],
1.41699710483445,r_2104,xylitol exchange,xylitol[e] =>,
1.58383574764997,r_2118,tryptophan transaminase,keto-phenylpyruvate[c] + L-tryptophan[c] => indole-3-pyruvate[c] + L-phenylalanine[c],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Tyrosine metabolism"
2.56586460619147,r_2125,coenzyme A: cytoplasm to LP,coenzyme A[c] <=> coenzyme A[lp],
1.43098403628921,r_2126,sedoheptulose bisphosphatase,"sedoheptulose 1,7-bisphosphate[c] => phosphate[c] + sedoheptulose 7-phosphate[c]","Biosynthesis of amino acids;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Carbon metabolism;Gluconeogenesis;Glycine, serine and threonine metabolism;Glycolysis"
1.4309840363025,r_2129,proton leak,H+[c] => H+[m],
1.214442467464,r_2140,fatty-acyl-CoA synthase (n-C16:0CoA),acetyl-CoA[c] + 21 H+[c] + 7 malonyl-CoA[c] + 14 NADPH[c] => 7 carbon dioxide[c] + 7 coenzyme A[c] + 7 H2O[c] + 14 NADP(+)[c] + palmitoyl-CoA[c],Fatty acid biosynthesis;Fatty acid metabolism
1.22145114566003,r_2141,fatty-acyl-CoA synthase (n-C18:0CoA),acetyl-CoA[c] + 24 H+[c] + 8 malonyl-CoA[c] + 16 NADPH[c] => 8 carbon dioxide[c] + 8 coenzyme A[c] + 8 H2O[c] + 16 NADP(+)[c] + stearoyl-CoA[c],Fatty acid biosynthesis;Fatty acid metabolism
1.62721643450851,r_2182,"palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane",H+[erm] + palmitoyl-CoA[erm] + oxygen[erm] + NADH[erm] => 2 H2O[erm] + palmitoleoyl-CoA(4-)[erm] + NAD[erm],Biosynthesis of unsaturated fatty acids;Fatty acid metabolism
1.60804297827499,r_2183,"stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane",H+[erm] + stearoyl-CoA[erm] + oxygen[erm] + NADH[erm] => 2 H2O[erm] + NAD[erm] + oleoyl-CoA[erm],Biosynthesis of unsaturated fatty acids;Fatty acid metabolism
1.60804297829211,r_2189,oleate exchange,oleate[e] =>,
1.47192624364077,r_2221,fatty acyl-CoA transport via ABC system (C16:0),ATP[c] + H2O[c] + palmitoyl-CoA[c] => ADP[c] + H+[c] + palmitoyl-CoA[p] + phosphate[c],ABC transporters;Peroxisome
1.47128836520939,r_2223,fatty acyl-CoA transport via ABC system (C18:0),ATP[c] + H2O[c] + stearoyl-CoA[c] => ADP[c] + H+[c] + phosphate[c] + stearoyl-CoA[p],ABC transporters;Peroxisome
1.47189841149975,r_2224,fatty acyl-CoA transport via ABC system (C18:1),ATP[c] + H2O[c] + oleoyl-CoA[c] => ADP[c] + H+[c] + oleoyl-CoA[p] + phosphate[c],ABC transporters;Peroxisome
1.47189841149648,r_2231,"octadecenoate (n-C18:1) transport, cytoplasm-peroxisome",oleate[c] <=> oleate[p],
1.42803262580157,r_2236,acyl-CoA oxidase (butanoyl-CoA),oxygen[p] + butanoyl-CoA[p] => hydrogen peroxide[p] + but-2-enoyl-CoA[p],Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid degradation;Fatty acid metabolism;Peroxisome
1.42803262580157,r_2237,acyl-CoA oxidase (hexanoyl-CoA),oxygen[p] + hexanoyl-CoA[p] => hydrogen peroxide[p] + trans-hex-2-enoyl-CoA[p],Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid degradation;Fatty acid metabolism;Peroxisome
1.42803262580157,r_2238,acyl-CoA oxidase (octanoyl-CoA),octanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-oct-2-enoyl-CoA[p],Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid degradation;Fatty acid metabolism;Peroxisome
1.42803262580157,r_2248,2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA),H2O[p] + trans-dec-2-enoyl-CoA[p] => (R)-3-hydroxydecanoyl-CoA[p],
1.47005308333034,r_2249,2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA),H2O[p] + trans-dodec-2-enoyl-CoA[p] => (R)-3-hydroxylauroyl-CoA[p],
1.47005308333034,r_2250,2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA),H2O[p] + trans-tetradec-2-enoyl-CoA[p] => (S)-3-hydroxytetradecanoyl-CoA[p],
1.47005308333034,r_2251,2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA),H2O[p] + hexadec-2-enoyl-CoA[p] => (S)-3-hydroxypalmitoyl-CoA[p],
1.42803262580157,r_2254,2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA),H2O[p] + but-2-enoyl-CoA[p] => (R)-3-hydroxybutanoyl-CoA[p],
1.42803262580157,r_2255,2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA),H2O[p] + trans-hex-2-enoyl-CoA[p] => (R)-3-hydroxyhexanoyl-CoA[p],
1.42803262580157,r_2256,2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA),H2O[p] + trans-oct-2-enoyl-CoA[p] => (R)-3-hydroxyoctanoyl-CoA[p],
1.42803262580157,r_2266,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),(R)-3-hydroxydecanoyl-CoA[p] + NAD[p] => 3-oxodecanoyl-CoA[p] + H+[p] + NADH[p],
1.47005308333034,r_2267,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),(R)-3-hydroxylauroyl-CoA[p] + NAD[p] => 3-oxolauroyl-CoA[p] + H+[p] + NADH[p],
1.47005308333034,r_2268,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),(S)-3-hydroxypalmitoyl-CoA[p] + NAD[p] => 3-oxopalmitoyl-CoA[p] + H+[p] + NADH[p],
1.42803262580157,r_2271,3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA),NAD[p] + (R)-3-hydroxybutanoyl-CoA[p] => H+[p] + NADH[p] + acetoacetyl-CoA[p],
1.42803262580157,r_2272,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),NAD[p] + (R)-3-hydroxyhexanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxohexanoyl-CoA[p],
1.42803262580157,r_2273,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),NAD[p] + (R)-3-hydroxyoctanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxooctanoyl-CoA[p],
1.42803262580157,r_2283,acetyl-CoA C-acyltransferase (acetyl-CoA),coenzyme A[p] + acetoacetyl-CoA[p] => 2 acetyl-CoA[p],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid degradation;Fatty acid metabolism;Peroxisome;Valine, leucine and isoleucine degradation"
1.42803262580157,r_2284,acetyl-CoA C-acyltransferase (butanoyl-CoA),coenzyme A[p] + 3-oxohexanoyl-CoA[p] => acetyl-CoA[p] + butanoyl-CoA[p],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid degradation;Fatty acid metabolism;Peroxisome;Valine, leucine and isoleucine degradation"
2.42803262580058,r_2285,acetyl-CoA C-acyltransferase (hexanoyl-CoA),coenzyme A[p] + 3-oxooctanoyl-CoA[p] => acetyl-CoA[p] + hexanoyl-CoA[p],"Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of unsaturated fatty acids;Fatty acid degradation;Fatty acid metabolism;Peroxisome;Valine, leucine and isoleucine degradation"
1.46133673978253,r_2318,"glycerol-3-phosphate acyltransferase (18:0), lipid particle",glycerol 3-phosphate[lp] + stearoyl-CoA[lp] => coenzyme A[lp] + 1-acyl-sn-glycerol 3-phosphate (18:0)[lp],
1.46483432170507,r_2322,"dihydroxyacetone phosphate acyltransferase (18:0), lipid particle",dihydroxyacetone phosphate[lp] + stearoyl-CoA[lp] => acylglycerone phosphate (18:0)[lp] + coenzyme A[lp],
1.46483432170507,r_2330,"acyl dhap reductase (18:0), lipid particle",acylglycerone phosphate (18:0)[lp] + H+[lp] + NADPH[lp] => 1-acyl-sn-glycerol 3-phosphate (18:0)[lp] + NADP(+)[lp],
1.42384842996897,r_2353,"PA phosphatase (1-16:0, 2-18:1), vacuolar membrane","H2O[vm] + phosphatidate (1-16:0, 2-18:1)[vm] => phosphate[vm] + diglyceride (1-16:0, 2-18:1)[vm]",
1.42944062671583,r_2357,"PA phosphatase (1-18:0, 2-18:1), vacuolar membrane","H2O[vm] + phosphatidate (1-18:0, 2-18:1)[vm] => phosphate[vm] + diglyceride (1-18:0, 2-18:1)[vm]",
1.42381329869603,r_2444,"CDP-diacylglycerol synthase (1-16:0, 2-18:1), mitochondrial membrane","CTP[mm] + H+[mm] + phosphatidate (1-16:0, 2-18:1)[mm] <=> diphosphate[mm] + CDP-diacylglycerol (1-16:0, 2-18:1)[mm]",
1.86875478357573,r_2468,"PS decarboxylase (1-16:0, 2-18:1), mitochondrial membrane","H+[mm] + phosphatidyl-L-serine (1-16:0, 2-18:1)[mm] => carbon dioxide[mm] + phosphatidylethanolamine (1-16:0, 2-18:1)[mm]",
1.86914246613311,r_2470,"PS decarboxylase (1-18:0, 2-18:1), mitochondrial membrane","H+[mm] + phosphatidyl-L-serine (1-18:0, 2-18:1)[mm] => carbon dioxide[mm] + phosphatidylethanolamine (1-18:0, 2-18:1)[mm]",
1.87240611614874,r_2484,"PS decarboxylase (1-16:0, 2-18:1), vacuolar membrane","H+[vm] + phosphatidyl-L-serine (1-16:0, 2-18:1)[vm] => carbon dioxide[vm] + phosphatidylethanolamine (1-16:0, 2-18:1)[vm]",
1.86716389497645,r_2486,"PS decarboxylase (1-18:0, 2-18:1), vacuolar membrane","H+[vm] + phosphatidyl-L-serine (1-18:0, 2-18:1)[vm] => carbon dioxide[vm] + phosphatidylethanolamine (1-18:0, 2-18:1)[vm]",
1.42383111368171,r_2540,"phosphatidylglycerolphosphate synthase (1-16:0, 2-18:1), mitochondrial membrane","CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + glycerol 3-phosphate[mm] => H+[mm] + CMP[mm] + 3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)[mm]",
1.42383111368171,r_2546,"PGP phosphatase (1-16:0, 2-18:1), mitochondrial membrane","3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)[mm] + H2O[mm] => phosphate[mm] + phosphatidylglycerol (1-16:0, 2-18:1)[mm]",
1.43098403629635,r_2824,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce]",
1.43098403628431,r_2826,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce]",
1.4309840362987,r_2840,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[gm]",
1.4309840362725,r_2842,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane","ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[gm]",
1.4309840362715,r_2848,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n]",
1.4309840362809,r_2850,"phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n]",
1.4309840362715,r_2864,"PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[n]",
1.4309840362809,r_2866,"PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus","ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[n]",
1.43098403629478,r_2872,"PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce]",
1.43098403628379,r_2874,"PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope","ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce]",
1.43106355041553,r_2880,"PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm]",
1.43106354702598,r_2882,"PI 3-P 5-kinase (1-18:0, 2-18:1), vacuolar membrane","ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm]",
1.42384842997125,r_3102,"PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane","H2O[mm] + phosphatidylglycerol (1-16:0, 2-18:1)[mm] => H+[mm] + glycerol 3-phosphate[mm] + diglyceride (1-16:0, 2-18:1)[mm]",
1.4309840363262,r_3148,"PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope","1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce] + phosphate[ce]",
